sentence_id	sentence	sentence_domain	source
7d642f1ec874c916d60d1f2d792bc2675c0fec65e6fa5bb59d8a74e6826b6614	Có là ma hay là quỷ thì tao cũng chẳng quan tâm		I took sentences from a website of Vietnamese storytelling.
7d8b9c2b227a998758dae1f153266ed16b6b8a4d52fd0914796158a5503b1bbc	Thôi được rồi		I took sentences from a website of Vietnamese storytelling.
7d8f511ef526711bc9745031ff88374875d7646a4fbc12026e74a4ef198d1dc7	Dẻo thơm một hạt đắng cay muôn phần		th? l?c bát
7d9abb8256eb28672b8e23c54604ac488b57e6d7610ece0d64e99badc293c670	Quê hương - hai tiếng thiết tha		th? l?c bát 
7d9fe1ccdd395dfc609779c56ec27470e0e10c53dd646123ee1e9f68e16e3eaa	thấy được hắn ta có cuộc sống như vậy		I took sentences from a website of Vietnamese storytelling.
7dba143261edee3d5c75926eca852939edd5c2130e1fc40a860a8904cb99a4f1	kha đang ngồi uống nước ở trong nhà bèn gọi ra		I took sentences from a website of Vietnamese storytelling.
7dc756c00a9ff8b90c509f08162a7bfc7b1e08295f74b505fc0d0ece6b9358f5	tư lo lắng nói với ông phúc		I took sentences from a website of Vietnamese storytelling.
7dd4bd95d3cd2d1c60908a41d75f7a160bb882d5b2ad99ce490cf10f26813cbc	Thì chúng ta không cần phải chờ ban đêm nữa		I took sentences from a website of Vietnamese storytelling.
7dd767062fc3ba7bb78de37c7bccabd842be5c492b85e3269e3c8fcd84a231f0	Lần đầu nếu chọn sai đường		th? l?c bát
7dd944efa895fcdc94f9cdafd805d3aa17f06fd747f3d2d0ee731e10459aa71a	Lối đi về phía căn nhà		I took sentences from a website of Vietnamese storytelling.
7dda2cc08c0101fa8ddca13d2c013f07e7b5edec51e3bc481a4601b21d95e67e	Giờ tôi phải về đây		I took sentences from a website of Vietnamese storytelling.
7df045263f5a0acf01aee5a4d56b37ffd122d830f775fb4afbc476d4521ad22c	Chúng mày có biến đi không		th? l?c bát 
7e226f2749ca42f293a1abd44c42142d3515aff9463ddd11aadc6a02a3123051	cả con mương bao quanh đó bình thường vốn lặng lẽ		I took sentences from a website of Vietnamese storytelling.
7e2611cb909568c64fd30f344e368b1ba5d844f3f05d59fb04b55d870da8cdb6	Cho con thành tựu được nhờ tấm thân		th? l?c bát
7e2bd4355a3c4ce6fbdbafe64164a04b1c0c883701785d91bea3f9386a713a57	Tạo thành lỗ trên lưng con quỷ		I took sentences from a website of Vietnamese storytelling.
7e2f5145cc7c77d372de50b6282597d3242052a0f5c7954220443515c9cdadca	Lập tức		I took sentences from a website of Vietnamese storytelling.
7e38ab53422941e0bd98eaa47fc08c9943709b72719fd1188aec8a86e78a0679	Chỉ còn duy nhất phần đầu là còn nguyên vẹn		I took sentences from a website of Vietnamese storytelling.
7e3f484e223a61e7a01391fa4d673f0d6402f953f752195ec8c38d630c94924b	Thắp lên ánh sáng trong người của con		th? l?c bát
7e4eee2f626d31aef7103cbc8324621d2450a52e3e8c951343ee05b8c51c6f29	Trang dắt tay tôi như thế sợ tôi ngã		I took sentences from a website of Vietnamese storytelling.
7e54913abef8c14e0828db76021295dcc749adbfb3d124b424b303723dcc47b1	Quê hương tôi đó đẹp xinh tuyệt vời		th? l?c bát 
7e55a499076e35106491c6be470fc73768ba8e1be367f7088502120e2fef74cd	Nhìn con nằm đấy Lúc tỉnh lúc mê		I took sentences from a website of Vietnamese storytelling.
7e56f8b3e6d650f580dfbcaec1927e4299628440b3f35ebf277f48d652b3cfd4	rồi tỏ vẻ sợ hãi nhảy thẳng ra vườn đằng sau		I took sentences from a website of Vietnamese storytelling.
7e7598ac158c9d8a34d9f0f7251fddf0ea181a85e4e9c1228bb299651fcfa008	Cây đa giếng nước còn in trăng thề		th? l?c bát
7e8f4e5634dcf8e5ad88111b915e5aed0dd9971e0ec1ab21480d5d3f98eb86c6	Áo ai trao tặng nay đã cũ		th?
7e97d8a55b18055df2c08e839d390ea1ce7e9f7d6eec9ad9a5f6c6aabf661c98	Thời gian cấp bách		I took sentences from a website of Vietnamese storytelling.
7e9cbe251745b0fd103f6e143c16f858e082a6bbd74cc8e0d786461291f8c2a3	Lại ra chỗ cũ mẹ ngồi		th? l?c bát 
7ea37f99602df5c643f1bfbbb87a2b75f4e4ce12e9ac4ef575e2e7b0e0ab4ff3	Không nghe lời này		I took sentences from a website of Vietnamese storytelling.
7eac6fc0e92aaad9ad23205d483aecb1af7310d0bec6200ab0a1a57e9ef5f68c	Trả nhau chưa dứt nợ đời		th?
7ead567fab6a80f746993328fd7b9f6e9b461d6ea0b6d1699bf2f56e7373f699	Tôi bất lực nhìn con		I took sentences from a website of Vietnamese storytelling.
7eb04ec48abdebe78174a21708e4e9c2ee4bb4463863f02416154bd5eeca2957	Xa em một phút anh đau		th? l?c bát 
7ebecda2dc74a2b1da76b10d88b3dc6fb9cdf7e58de2595da50f47ea9e28bcac	Lòng trai còn bận hướng xa khơi		th?
7ec1a4b01deba143e6713c7bbbfdf6bb465556ac531532bb677450327d226565	Thực ra bà cũng đang cay lắm rồi		th? l?c bát 
7ec37bbec201580165c70170868ac943bbcb43f95ce06dbfd7823b6dac7313c3	không gian nơi đây khá trật hẹp		I took sentences from a website of Vietnamese storytelling.
7ecf9bcfe678d245755fcb4bb117a4ebbf2681dd38f14239ce92854081611ebc	Mà anh còn nuôi nó bằng những giọt máu trích ở đầu ngón tay		I took sentences from a website of Vietnamese storytelling.
7ed39b1ed04c980e1f2bb99f1697ba89e1648078cb920e7608dc7bb9527602ac	Toàn thân bị thương máu me be bét		I took sentences from a website of Vietnamese storytelling.
7ee7bd2a6b8b225e9d36ca2658e5b2c546decb0f08057445d7d746f9b625f078	Em như làn gió mát lành		th? l?c bát
7efaa2fa8b723308ca5f067a6c57bf81e8ee690402807a6ad9fda5e050123f72	em yêu anh		tôi t? ngh?
7f111e4a4aad841a11ee69ffc2ebd776c81c323d075f97ac309bad1028eb56dd	hai gã lọ mọ đi qua từ khóm này đến khóm khác		I took sentences from a website of Vietnamese storytelling.
7f158d6deb7792aed0ac9cd4f4ed9c2d4369405c4f087112819b548c071999f3	Lão đến xơi thịt ba ba		th? l?c bát 
7f2456ba2530f964aee3743d4a6627008e3a7aa59396572581c24b03468afcef	Nước đổ lá khoai.		ca dao t?c ng? 
7f41755ca4dd79de71d2ffa43d8b87c54e7dc62f2abe6c45e8f02e26c608a5a3	Hương thơm lúa chín mênh mang trời chiều		th? l?c bát 
7f474003a2dbe07bf8b8d8faf8aab01a3d5e8f7ca2374590f5cfb337f99d1950	Nợ của ông là nghiệp nợ tham lam		I took sentences from a website of Vietnamese storytelling.
7f4ccc68e7b9d518598033fb2391dec27ecb8eee30c10616a4911c00d893b76f	Ra vào chỉ biết khóc than		th? l?c bát
7f6c3b888462fa5bdcc5df4cec3057001f63099f73556756685128de93ae4d58	Trong lúc ấy, Ngân ngồi nhìn bằng cặp mắt kính cẩn và khát khao!		Tác ph?m c?a V? Tr?ng Ph?ng
7f6febdcbe31c47eddefc0cb3243274e1a218edbc66986c61af242034c384f34	Đến giờ phút này anh chưa tìm được thầy giải		I took sentences from a website of Vietnamese storytelling.
7f9c2b6ca9efaae35079d860dce32c260545144586d5607707d638c4ed8b8fa3	cả hai lật một mạch chiếc quan tài bung nắp ra		I took sentences from a website of Vietnamese storytelling.
7fa6225b35d3935772ec6ee1e4616cf1110b4c86624eeb1387b5d6c7b892a30f	Chồng ôm lấy tôi nghẹn ngào nói		I took sentences from a website of Vietnamese storytelling.
7fac2bc711ae81509a6b1b22ad7325d17c9be4b8378222e2abb005196b546d7c	Rồi đem xương cốt của hai người đi đào một cái huyệt mộ		I took sentences from a website of Vietnamese storytelling.
7fb2e5d85b23d339357ac2a7251c9e6dbab67c8968c983eb84de9b79de285674	còn tìm được ngôi mộ tôi sẽ cho người đến báo ông		I took sentences from a website of Vietnamese storytelling.
7fb88d4c35e48a8a78c76ccf1f3ad998304bb40dc8d4d1f6918832f5643f1eb2	Lòng sao giông bão khoanh vùng hỡi anh		th? l?c bát
7fbe0fbd01be76c44c0fda3a0a2cc7dad6f9b6abe71503d03f7817496f6ae403	thì tư chạm chân được xuống đáy mộ		I took sentences from a website of Vietnamese storytelling.
7fd4615badab9704fa260f6793c9c739970d44402b28622416393fea4f47fbe8	Thầy đúng là không đoán trước được điều		I took sentences from a website of Vietnamese storytelling.
7fd8bfdb7acc1851e5158c99c5b9f3e8e3b58db85fbc90731c1f643d5a4658e1	Tôi Tự dưng cảm thấy vui vì có niềm hy vọng		I took sentences from a website of Vietnamese storytelling.
7fed4010870a6673d356bcc737f0783f8936df35acac97dd3c5670f38f8679d8	Con bé nhiệt tình với gia đình mình quá		I took sentences from a website of Vietnamese storytelling.
8005297a3dd14cd3c91f7e4e956bd3e3d176f72537e2ed6421081b6153b65f40	Hai hổ phân tranh, nhứt hổ tử thương		ca dao t?c ng? 
80054d97cf683de8bc0d79e2bfdf3d1cd212e65fb0a59c1cefea32666aac9fe5	Cho anh giấc ngủ nồng say		th? l?c bát
801e81b76d744e45c67570483c08c3869573901fc3169498b8a2ef1a504a0e98	Chưa kịp sinh ra để nhìn ánh nắng mặt trời		I took sentences from a website of Vietnamese storytelling.
8024a31dea0b55f0ec77f040e5b1b0a867f9936678e0674ecab0755259518a3f	Ăn cơm trước kẻng		ca dao t?c ng? 
8027eab23ffbc8d53a81aa6adf8f1ec01930a257272c91c006d300c1bd2ee12e	Lưu tiên sinh cũng gật đầu nói		I took sentences from a website of Vietnamese storytelling.
8035f36d73b9487a3bbca33919d1a9f184df2945b02eadea5cff401d50326532	Vậy kiếp trước của cô tột cùng là có thân phận gì		I took sentences from a website of Vietnamese storytelling.
803a549496a2b981797e128aa8324076832afcc223435c3532f440cda539527c	Tuy rằng nhiều lúc thấy đau		th? l?c bát 
8045b7cbc07f3640c766d672fe62cfe38112b99f7ffc5c904d196f9a8d434afa	Đêm ngày hết nhớ lại mong		th? l?c bát 
805f99d0cde2d673fd073f6317422661df52f312b69150741ba6118ae42c8a23	Lưu tiên sinh nói xong, liền đem cả con gà trống đang sống		I took sentences from a website of Vietnamese storytelling.
8065dd5e00ab3ff6dc8f97b5b84513f23bf4dab7a2259a9b433d57e710ff2f8a	Chợt nghe một tiếng chim gù		th? l?c bát 
80790b189c05ba0db3f0f05393a83f145074d5109b20370684be727409b8b711	Tôi Há hốc mồm nói		I took sentences from a website of Vietnamese storytelling.
8086e021767b9bda50cfba21b2fc16cae22a0158e5a4b4b6f335f6b7b3f0e915	Đi sấy khô để tu luyện thì mày có hận không		I took sentences from a website of Vietnamese storytelling.
808ff26d44cdb32e9d626904d272ca083ee35944bcd636d0e8ce40d73e4f4a6a	Mà con quỷ đã bị tư giết chết		I took sentences from a website of Vietnamese storytelling.
8094ee10c284314dc7c02b06a811995e4593f00c8ef1bbd939496e92a2b6d42f	Một điều nhịn chín điều lành.		ca dao t?c ng? 
80a1752b9364baeb8843aef5acdec6cba1d3e4b0a757e8e9edd54b67715dab3f	Chào ông tôi về đây		I took sentences from a website of Vietnamese storytelling.
80c83157626a767d905385f4e69aa124cc0aeb02d6e7ca6b91b258aaa4fda413	Quả đúng như tôi dự đoán		I took sentences from a website of Vietnamese storytelling.
80ca1bd5cf62cddcb2137819eeb758c9b0ca7441ed99fa9de0045b3946431ce5	Những loài chim bay đi tìm nắng		th?
80cef7a8bc15d46c25ea1141dabedd28c5849766b81f22c1313a4c8d11412f9b	Không ai trong chúng ta biết liễu quỷ có năng lực đến đâu		I took sentences from a website of Vietnamese storytelling.
80e639a470024a7d73a2acfb918eb567934be654ce76b34cd9c15d83bb702280	Ông mở mắt nhìn lên trần nhà		I took sentences from a website of Vietnamese storytelling.
80f6ca848a1b89375f6e93096f3e46b29b745e91db27bb50d39e8e6c730bd5c5	Ông Phúc nói tiếp		I took sentences from a website of Vietnamese storytelling.
80fad74d1df58c85c3292fbf52f1436fc6d737129767253cae43d8c9e9210170	Từ bây giờ cho đến khi đó		I took sentences from a website of Vietnamese storytelling.
810434d9160995b9234d802b470747b9d386a6001035a62f05cc72a377c8a06b	Ông Khanh thở lấy thở để		I took sentences from a website of Vietnamese storytelling.
81115d380c5e9a3436b53a73f19ff73288038c43a0e0f013afae065d5c8b5292	Giật cây kim ra khỏi tay của mình		I took sentences from a website of Vietnamese storytelling.
811a012f4c47f53af33753649cf7d6d05df8253a807d1d0b2da15c163b9ee987	Ông phải chuẩn bị đồ leo núi đi		I took sentences from a website of Vietnamese storytelling.
811a7f54f7561dc7da4b9c988f6662b4fd6bd22ba112ac53416be696885255db	Vợ kế của ông ta nghĩ là ông ta già		I took sentences from a website of Vietnamese storytelling.
813174ac62a804b8eb267b2582193be83a8ba652a5a8864a5c8c5f159d5d3c22	Có gì nói cho mẹ biết đi		I took sentences from a website of Vietnamese storytelling.
8135af3047e99798ebbc37f7e810b36eb9d7cdefee8999ea83ad59027d9da8c1	Tay của tôi bấm chặt lên thành cầu		I took sentences from a website of Vietnamese storytelling.
813f07fe1f074b8f3c79e3d86472ed95a81aebaed30b7beb9a27a5ef4bc21b2d	Mẹ có lòng nào mà hại con chứ		I took sentences from a website of Vietnamese storytelling.
8144b70f13aa18031e69062d77da855aebd95f163c5f800ff5f7bb4a6393a293	Lời nguyền của Lỗ Ban tông thuận sẽ vĩnh viễn không được giải		I took sentences from a website of Vietnamese storytelling.
815edd30502643018ef25487f9428fda079d4ca64b6779d09634482847569175	Đến nước này mà mày vẫn còn đùa được sao		I took sentences from a website of Vietnamese storytelling.
81621802f20583cc70a56c6502cf9dd523e17ae8f3b26ae47b5881d0dad7439f	lúc đó tôi mới tỉnh lại		I took sentences from a website of Vietnamese storytelling.
8174027e6554bccd689ad507b069d96bcfa5ebd12507c034489fdcba0bf56920	Chẳng hiểu lấy được can đảm từ đâu		I took sentences from a website of Vietnamese storytelling.
8177fe7e0de11ff55de1205aa3c5aad254de9460d5c5994e0b0c01ec25c4b9e4	tư bước đi trước ông Phúc đi sau		I took sentences from a website of Vietnamese storytelling.
8178dba104593397c82581d591d10210c0fc7e339370a0d6239d2aef715676c8	Đi thưa về gửi.		ca dao t?c ng? 
8179fe48a62f4932b8a9b087b15145c54e4a1c294aa56959b37d1c6c23f89dce	Lần đầu tiên trong cuộc đời bị ma nhập		I took sentences from a website of Vietnamese storytelling.
8183dd17db8e4174b7616398912792ce2bde5eb1d73cec1d1ad700f179065f63	cơm rang mắm tép		tôi t? ngh?
818f071556654d9e511a4a2cb5d97c60ec7c25216fec0f1fe4270c7e677d9521	bảo nghe lời vội chạy đi		I took sentences from a website of Vietnamese storytelling.
819c77b0f08d62dfe6c8c11eb942b9b4f79d1f73787a9b5395a9e68b38944ec3	Xem còn ai dám chơi ngông coi thường		th? l?c bát 
81b1e91a0be4b305c726c6adbfd6ab1fc486bc15d4be487a4a221d58dfbbcdc5	Nhưng con cương thi nhanh thoăn thoắt		I took sentences from a website of Vietnamese storytelling.
81baf54d4fd5d4d3c41d99864c5a0a6b065c91f5c100b56e5ec1d8155d178b61	Còn đào tiên sinh thì thu kiếm lại giảng giải		I took sentences from a website of Vietnamese storytelling.
81bcdd7884b2a99eb37610bc96d2800b3adfbec6acea03645207e53e887f3656	Ngoài đợi sư phụ nhanh chóng tỉnh lại		I took sentences from a website of Vietnamese storytelling.
81bded0b031336e975bc8ace27d236d5b501402a1d3bc4a1315ae3121a8f0f16	Tháng mười rồi em, tháng mười rồi		th?
81bf5ada6dd621f1f997cef0b366fe1ff65b04ebe38e7c0213dbba102f2faea3	Tôi cười nhạt rồi nói		I took sentences from a website of Vietnamese storytelling.
81c68e0d25c2f4c8babd092f3bac745a1e6a79e8d13bfabd1f836bc13a43274d	Hắn vẫn chưa biết hiện tại Nam đang làm nghề gì		I took sentences from a website of Vietnamese storytelling.
81cf769f82384032c9edfe395709be8289b6512cb231e1aabca10db350d01421	Đúng là cái loại mặt lỳ		th? l?c bát 
81d0f116f3130a8207e8309c8183f4c4c6d7ec8d5fd200f676a42f6a32bcd9be	vào trong tù chịu ngục		I took sentences from a website of Vietnamese storytelling.
81dca69282d0e7c41f660bab13c21ac41e3b3357d9fb5880739f5623739480f6	Mừng vui hoan hỷ hội mình khoe luôn.		th? 6 8
81fb6404f7c49af8a6ba98ed8f10cd53d4cf40b2f209f4458b6e74ab1b3296a2	Ông Khanh cũng ôm thương mà khóc không nói gì		I took sentences from a website of Vietnamese storytelling.
8213ee34c1386dc677408f7c8ce90dc0c6496e5a6846151a5095948fdce156d2	Ăn cơm không rau như nhà giàu chết không nhạc		ca dao t?c ng? 
82204bad0348727194672b46b61a4edeffe2cf2c17d3dd3278a30983ba2a5904	Thấp thoáng Sau Một lùm cây		I took sentences from a website of Vietnamese storytelling.
8227beb75d851584c91c1bdda9c7e788228ca3054f9622ef8e8442998b546124	Nay gặp được lão nói yêu		th? l?c bát 
822a2158918a90850ed87c7a6201d1c8df5e74195b9923bc5707f7d57dd2730c	tôi thích uống trà sữa		tôi t? ngh? 
825af06849c87eedd0cd260cb51b6bae781eac33b725adeb34b4f58c3d72fdc3	Điểm thi cốt lên hồn phách đều đốt đi		I took sentences from a website of Vietnamese storytelling.
8262933d42999386ec048d36a6c69d9391cbe87fbe3f0fe5e787347637e17e76	Yêu nhau chẳng muốn xa rời		th? l?c bát
8268716e95d7fb952e4da72e6af681087c1c8dacee491032344fc5dbe7b52f7b	Thương		I took sentences from a website of Vietnamese storytelling.
826c30bcd6b0e566863a61cbb3469ca4554a47785a964dafee8359d60304ec9f	Hăng say lao động gian truân chẳng sờn		th? l?c bát 
826f2a130e5277b3cdff95e461bf6a5108240ba90018a44d907dfedc881f5311	Kumanthong có nghĩa là cậu bé vàng		I took sentences from a website of Vietnamese storytelling.
8276f118584b18c4b1d3dcbf4bca441d0e26402abc8976b37eaab3118246c68e	Mà đắm say mà nồng nàn tình ái		th?
8287026addd0afc5989d738c3ee678a24ed0d65e2861a334ca62be74b067912e	Gió rét ấy cũng chọn người để mến		th?
828752cd82e3a3461280d3b413c2147e3491357b9b6d664c69aec7c572fcc022	Nhưng do tò mò không chịu được		I took sentences from a website of Vietnamese storytelling.
82a06e556656971fcb9a843138f68bba82bf80c201e3c147e12f07cd384d7aa4	Lúc ngẩng lên nhìn qua gương		I took sentences from a website of Vietnamese storytelling.
82a6d5346d370b68086ce6b97553375871c6b824d7527f8e5171cf0beddc77fe	Giờ cứ đóng cửa trong nhà		I took sentences from a website of Vietnamese storytelling.
82b471fd32a53b99f1aecea5ff5895c4414b0b087e8afb9f86002174dfcc6c38	dưới chân tư là cảm nhận rõ ràng một lớp bùn nhão nhoét		I took sentences from a website of Vietnamese storytelling.
82b66deaf6bc71f1138131f76561c6917f13ff97b24496cbac543a2b7cf8a777	Để nuôi cấy thành khôi nối tiếp theo		I took sentences from a website of Vietnamese storytelling.
82b8df1ec9b6edc14de77e51b5946e8fb6e0c1d5766f09425aaf57071f020ef8	Ông thảng thốt phát hiện ra bộ hài cốt khác bị nát vỡ đầu		I took sentences from a website of Vietnamese storytelling.
82d86a7c8a164082db156b729cf9f5eae50d874065759bf83622fe3b7c9792ad	tôi thích xem anime vào cuối tuần		tôi t? ngh? 
82e3104545c9da3485b83d4f39e7fc3fc5cbd7e23b7473514d72adab00255c05	Chữa lành vết thương rất hiệu quả		I took sentences from a website of Vietnamese storytelling.
82e902cf1bc7c2ea0321d87cfe7d5ee8592182e91e2cd0ac647760fd3e199851	Ấy là do sự tòng phạm của hoàn cảnh vậy.		Tác ph?m c?a V? Tr?ng Ph?ng
82f76c8d7905ef32494aef1f5de479c4f0d1438a2430dfbf41f5251c710c7f95	Bất ngờ có tiếng gõ cửa vang lên		I took sentences from a website of Vietnamese storytelling.
831b697326bad7901c1f0350554e83641d0775074ccf0ccc34043fc898149f3a	chú không đùa đấy chứ		I took sentences from a website of Vietnamese storytelling.
832e2c9a66da7a888d5cd53d763282a2ffc7f6029e1f0a21293c8cde5dd7aed6	Giận hờn đến nỗi lung lay dạ lòng		th? l?c bát
8330afcb97c8e2c3f3fc62af83fbcd3fda15ec3b679be0db4c0c88ab24530a55	Đến Hồn của mình có khi còn bị nó chiếm đoạt		I took sentences from a website of Vietnamese storytelling.
8336d5524a7cde502b0fa3558a8942362afb74444a53fc271aeee8dbfebc1a63	Nhận vài cuốn lịch chị chào lệ rơi		th? 6 8
839e3702ed6c5d52129042604dc1b46a40ef1995a146e02a1d9b23b78db963b6	Mà tôi cũng không nhớ là cái màu đen hay là màu nâu nữa		I took sentences from a website of Vietnamese storytelling.
83a116decd8e178dceef49816db5acc3a9a7243d724abce504cd27864a1409fb	Bán anh em xa, mua láng giềng gần		ca dao t?c ng? 
83bca7c9b04720809248a1cb3e8ef6a948a2f4bc10c7a4d5cd91f8a0689d140b	Rừng vàng, biển bạc.		ca dao t?c ng? 
83c4184ce99a74102192e723c71aad9e7a8ec3184e3cb7ad55f55f6b928ff875	Ước gì được sống chung nhà với em		th? l?c bát 
83f8a02016fe64692ac6b40f44504f7cbd99758fd8292194c3648980c08d83eb	Mà ông ta đã phá bỏ		I took sentences from a website of Vietnamese storytelling.
83fa6889ece5a430dd44e810f96e7ba25ae82320b225e7562e0efdc665149f6a	Lúc xế muộn vợ kế của ông thật diệu kỳ lại đậu thai		I took sentences from a website of Vietnamese storytelling.
841066912abc34f2c03a4dd661473b56271c072bbf8bbbe4228fdbc9f9c0b0f8	Và đây là nơi nào mà cảnh sắc lại âm như thế này		I took sentences from a website of Vietnamese storytelling.
841ce5dfd4c54b674bf106b4790e27e87c405827fe13ee310418a744d1c9562c	Mẹ xin lỗi		I took sentences from a website of Vietnamese storytelling.
842c0dcccd8a3eb57efe71482df333216f19da65bdca065db66cddf838d17a35	Xác của liễu quỷ không thể thiêu đốt		I took sentences from a website of Vietnamese storytelling.
843b9ab8e35f0b90f31465061a8101b7e9232d003345ced5c9ba65f11c7ff0e4	Cái xác vừa cháy		I took sentences from a website of Vietnamese storytelling.
84440b4e4414d82721aa1807d031bfd121bfc57b92c7851560ba7bced5001ce1	Một thiếu niên nhìn mãi cái đầu tóc ấy rồi lễ phép hỏi.		Tác ph?m c?a V? Tr?ng Ph?ng
844432b2593a4be96a466607e98cda6b38f3c6074e87800161a5815969b242f0	thầy bất tỉnh đến giờ đã là đêm thứ hai rồi ạ		I took sentences from a website of Vietnamese storytelling.
8446035ffdc0197b81a42ca84ba99eae5293ac0f8585603d51426ba135056b1f	Nhưng mà con quỷ nó đã chết rồi mà		I took sentences from a website of Vietnamese storytelling.
845963db6de4f227c74e0a52b7832017279ae1cc0edb00aa4978497b31894843	Công nhận một lát sau		I took sentences from a website of Vietnamese storytelling.
847398e4d21c777fec905aa0023d130998cc4ca897a80e3f2fe55a48d33178f9	Bằng không khi trời tối rồi		I took sentences from a website of Vietnamese storytelling.
847b522c283b4ebe11c8df63276614481a255de97dcb707359562b4c70a30a5a	Đêm nhập lại cái xác Cương Thi		I took sentences from a website of Vietnamese storytelling.
8481a0139625e77f3a95c9905e81d7439a7a26b63c640f12a0e1d765b0fecd7e	hay là, để hôm khác lắm đi		I took sentences from a website of Vietnamese storytelling.
8486692d1880681df85b818ceb4d49cc90e53a425f152119baa59f8e7440af59	thông báo lỗi phần mềm		tôi t? ngh?
848c50184cb46c00fac34626a91e9fec4eb1ee39084f3ebf50119a8aaf966ae0	Nó chả khác gì một tên cầm thú		I took sentences from a website of Vietnamese storytelling.
848cdd3fdc03df1262178b9ef732d4c2b43127cd08057c4e3706852fddf99c7a	Long nhà có khách		I took sentences from a website of Vietnamese storytelling.
848f20a8bdcd99802ec8773de37c6cc613d6a4cfc95410f287fcc1ec6278454c	Thì cũng làm sao khiến nó đi vào ban ngày được		I took sentences from a website of Vietnamese storytelling.
849882fe51432c8249b88946cd8e7d6311edecbb9cb74f6a062c593e356011dc	Những đêm lệ ướt hai hàng		th? l?c bát
84a0bf85f2de36514c735150c7dfb9681540acb0f33e46b32c77b7b2e44bd793	Nghẹn ngào không thể diễn tả được		I took sentences from a website of Vietnamese storytelling.
84a37debf51bf307b92878767621245e562dde460d4872d1ad19ab2a0522c8f7	Việc quan trọng nhất là giải quyết cây xác đã xong		I took sentences from a website of Vietnamese storytelling.
84b56e1b57f4efea54418fcd3b58251e278b52ee855177643e7fb08d99185382	Thằng hùng Nó bị tai nạn xe		I took sentences from a website of Vietnamese storytelling.
84badb02f94a7f45a652b50ddc4bc926f9f516277f4dc70c46c4a25502cb0a42	lấy cho tôi một chút nước		I took sentences from a website of Vietnamese storytelling.
84d26c82bf9e6eb9f253588cc0b51661b402fef2b8c93f7795acc57cb3acb119	thành ra cửa hàng của ông đóng cửa		I took sentences from a website of Vietnamese storytelling.
84d6994795ff41cfa385f5af28f1cf800ae57f7b6e4a0e3dd63d5caa9d6d5161	Ta Đánh cho cái tội không nghe lời		I took sentences from a website of Vietnamese storytelling.
84d6b89f33e7c3f264be2f90c2c9a32368d6e5115bf3570fbddeb851e134a938	Mà tôi không thể định hình nó phát ra từ góc nào		I took sentences from a website of Vietnamese storytelling.
84d6da77bb9f828870bb73b1bf84da4f3d86d271c8e0ed81de7b050ef067e9b5	Tận một lúc sau ông mới lấy lại được bình tĩnh		I took sentences from a website of Vietnamese storytelling.
84d8f97835de27322ed4059b8cd750bba37e8c3956c651c049fb6eac0f0ad129	Dần dần đục khoét tư tưởng của cô		I took sentences from a website of Vietnamese storytelling.
84db2151648fdf908d435b3930445d8e24ccdbd55673511744d750154f8784d8	Nếu mà ông không nói được họ đi		I took sentences from a website of Vietnamese storytelling.
84ec76d73b913be41ea32416e51b6245a270737aa2a2dac19fb250b2479efb32	Để Ông Ta có thể luyện thành một cái khôi lỗi tiếp theo		I took sentences from a website of Vietnamese storytelling.
84f57f8b630e9b63aef0910cbc751dc1a92e3d5ae54a45f37b66da3a3fe656ee	Thích thì đi tiệm rồi là ho tel		th? l?c bát 
84f88b9b0c0e4707e5ae6930f424cb43861d484c92fe9ed111e7f616e2aaae04	Tuy nhiên đêm qua		I took sentences from a website of Vietnamese storytelling.
8527955dd7fae94815d3d354f5750fe2c259494168ae733bf29c480cbf5c6d3e	tư với ông phúc ghé sát lại phía giường lắng nghe thầy tàu nói		I took sentences from a website of Vietnamese storytelling.
8531c627b4a2b51457d8f7db6064a5d825c9f0f1692d581256a5e36ec9c818e7	Không còn một ai		I took sentences from a website of Vietnamese storytelling.
8537ed4789e01db53401c90c806e8fe5961cdcea1404e2f517fc4153c87c583d	Như đám mây bay lơ lửng		I took sentences from a website of Vietnamese storytelling.
853e407c10a40e25cd9c2eb4fa7316effb7e49d02972d28f0a12a33c86deff1b	Tôi gật gù rồi đáp		I took sentences from a website of Vietnamese storytelling.
854389162524d885af3aba9e3107c1f654da340a201727af58e773762b0a174c	Không hiểu là phúc hay họa nữa		I took sentences from a website of Vietnamese storytelling.
854b937d035134730836addbaeacd19e06c8da37cf534f4042e146e0353a6998	Nếu họ biết ông chứa chấp thầy trò ta		I took sentences from a website of Vietnamese storytelling.
8554463c9c9946a2c1f8910b34d04237d6bde054b2d5c81b10c7d5f8de464c95	Đứa bé Thu mình lại Trong Góc Tối		I took sentences from a website of Vietnamese storytelling.
8554bba36f1d4084e458ea259d6f1bbd70a83c21d2477b40b8489f0a4101746c	Rồi đừng nghĩ ngợi gì nữa		I took sentences from a website of Vietnamese storytelling.
855e6908abe50964335617ce143288502064e3422c9efd256bc0d7c0e4904cf9	Thiếu mày bà thoáng chút buồn		th? l?c bát 
858b2e9868fdcb69b9fe6afee54d4a3051c8f33a6578fa5708f81e19f3791fd4	Nghe đào tiên sinh nói vậy		I took sentences from a website of Vietnamese storytelling.
85b3569ac5ab45ec50997312c9f95767643035be3e44e05dbb5b3cb5627f9020	Tiền tài vật chất sá chi		th? l?c bát
